United Kingdom
Patent		Trademark	IndDes		GDP
50,081		917,757		null		2,344.73		
51,313		855,934		null		2,330.03		
48,709		null		null		2,229.19		
50,879		899,680		null		2,271.88		
50,805		982,807		150,775		2,306.17		
51,562		1,095,148		148,541		2,336.45		
51,300		1,173,889		170,282		2,381.10		
52,605		1,274,123		175,859		2,454.21		
53,393		1,343,701		186,201		2,508.06		
52,909		1,223,673		186,905		2,553.36		
