Russian Federation
Resident	Non-Residen	AbroadGDP
27,716		11,934		2,773		
27,936		14,137		3,159		
25,824		12,966		3,035		
29,022		13,778		3,815		
26,879		14,919		4,585		
29,174		15,510		5,205		
29,120		16,149		4,947		
24,370		16,236		4,142		
29,567		16,248		4,231		
27,136		14,792		4,679		
