Argentina
Patent		Trademark	IndDes		GDP
1,248		63,416		797		715.50		
1,112		77,936		1,020		744.52		
952		75,443		1,088		700.46		
869		78,989		1,120		771.38		
1,027		67,378		763		817.70		
1,079		54,612		1,004		809.30		
922		48,680		927		828.77		
791		51,903		941		807.95		
889		61,006		1,102		829.34		
1,143		63,751		1,316		810.28		
