United States of America
Patent		Trademark	IndDes		GDP
437,353		1,290,448		194,201		15,366.23		
428,881		1,197,995		204,306		15,321.42		
397,919		1,040,068		145,796		14,896.17		
433,199		1,198,782		180,422		15,273.33		
440,632		1,335,791		189,908		15,517.93		
473,489		1,390,564		230,836		15,863.05		
501,162		1,483,556		252,712		16,129.13		
509,521		1,525,040		268,543		16,511.46		
530,662		1,677,599		278,867		16,940.12		
521,802		1,611,311		320,395		17,213.82		
