Russian Federation
Patent		Trademark	IndDes		GDP
30,489		163,214		null		3,255.81		
31,095		177,536		5,535		3,426.67		
28,859		166,140		4,043		3,158.68		
32,837		196,876		4,107		3,300.93		
31,464		221,773		5,968		3,441.69		
34,379		229,361		5,980		3,562.77		
34,067		261,901		6,580		3,608.35		
28,512		242,982		6,890		3,634.75		
33,798		210,894		5,427		3,531.95		
31,815		249,933		5,564		3,524.00		
