United States of America
Resident	Non-Residen	AbroadGDP
241,347		214,807		196,006		
231,588		224,733		197,293		
224,912		231,194		173,007		
241,977		248,249		191,222		
247,750		255,832		192,882		
268,782		274,033		204,707		
287,831		283,781		213,331		
285,096		293,706		224,425		
288,335		301,075		242,327		
295,327		310,244		226,475		
